listing_id,coe_text
969074,(5yrs 5days COE left)                            
1025238,(11mths 5days COE left)                            
1024757,(6yrs 10mths 6days COE left)                            
1024361,(10yrs  COE left)                            
1023077,(2yrs 19days COE left)                            
1024151,(1yr 5mths 5days COE left)                            
1008911,(2yrs 8mths 4days COE left)                            
1016282,(8yrs 4mths 18days COE left)                            
1026562,(4yrs 7mths 7days COE left)                            
1025203,(5yrs 3mths 5days COE left)                            
1013832,(3yrs 6mths 19days COE left)                            
1008192,
1009055,(6yrs 6mths 4days COE left)                            
980015,(4yrs 3mths 17days COE left)                            
985182,(9yrs 6mths 5days COE left)                            
1008994,(7yrs 2mths 6days COE left)                            
1021386,(6yrs 8mths 28days COE left)                            
1015462,(7yrs 8mths 1day COE left)                            
990540,(3yrs 1mth 1day COE left)                            
1029962,(9yrs 2mths 6days COE left)                            
1017876,(5yrs 7mths 20days COE left)                            
983112,(2yrs 8mths 21days COE left)                            
997294,(1yr 7mths 7days COE left)                            
897092,(8yrs 4mths 25days COE left)                            
1019048,(4yrs 10mths 24days COE left)                            
982301,(5yrs 1mth 4days COE left)                            
983454,"
								N.A.                            "
1014715,(6yrs 1mth 11days COE left)                            
1027353,(6yrs 1mth 3days COE left)                            
999819,(6yrs 1mth 26days COE left)                            
968569,(2yrs 7mths 4days COE left)                            
1014296,(1yr 9mths 23days COE left)                            
1027906,(8yrs 9mths 2days COE left)                            
1001180,(1yr 2mths 6days COE left)                            
999720,(7yrs 5mths 6days COE left)                            
996497,(4yrs 7mths 21days COE left)                            
987010,(6yrs 1mth 26days COE left)                            
1028518,(5yrs 1mth 18days COE left)                            
1018625,(7yrs 8mths 9days COE left)                            
1020423,(6yrs 4mths 2days COE left)                            
1028126,(5yrs 8mths 24days COE left)                            
1019607,(5mths 29days COE left)                            
989489,(8yrs 11mths 5days COE left)                            
989734,(6yrs 2mths 4days COE left)                            
1026144,
1025099,(3yrs 6days COE left)                            
986940,(7yrs 8mths 15days COE left)                            
1017487,(6yrs 6mths 22days COE left)                            
1015589,(5yrs 2mths 1day COE left)                            
1000198,(7yrs 8mths 8days COE left)                            
1010586,(4yrs 7mths 20days COE left)                            
1019327,(6yrs 11mths 26days COE left)                            
978194,(8yrs 10mths 6days COE left)                            
1024305,(2yrs 11mths 5days COE left)                            
1029180,(4yrs 2mths 24days COE left)                            
894308,(5yrs 5mths 2days COE left)                            
999823,(4yrs 6mths 5days COE left)                            
963999,(9yrs 25days COE left)                            
1018159,
1029661,(9yrs 3mths 2days COE left)                            
1003038,(6yrs 4mths 23days COE left)                            
1005750,(8yrs 7mths 29days COE left)                            
1030904,(3yrs 4mths 3days COE left)                            
1013483,(6yrs 3mths 17days COE left)                            
1019086,(9yrs 9mths 4days COE left)                            
1028847,(4yrs 11mths 23days COE left)                            
1021998,(8yrs 11mths 5days COE left)                            
1023243,(1yr 4mths 13days COE left)                            
974592,(4yrs 2mths 12days COE left)                            
1011176,(7yrs 1mth 25days COE left)                            
